"source","idx","authors","year","title","venue","vol","pages"
"gupte2017.pdf","116","Langelier MF, Ruhl DD, Planck JL, Kraus WL, Pascal JM.","2010, "The Zn3 domain of human poly(ADP-ribose) polymerase-1 (PARP-1) functions in both DNA-dependent poly(ADP-ribose) synthesis activity and chromatin compaction.",J Biol Chem",285: 18877–18887
"gupte2017.pdf","117","Langelier, M.F., Planck, J.L., Roy, S., Pascal, J.M.","2011","Crystal structures of poly(ADP-ribose) polymerase-1 (PARP-1) zinc fingers bound to DNA: structural and functional insights into DNA-dependent PARP-1 activity","J Biol Chem","286","10690-10701"
"gupte2017.pdf","118","Langelier, M.F., Planck, J.L., Roy, S., Pascal, J.M.","2012","Structural basis for DNA damage-dependent poly(ADP-ribosyl)ation by human PARP-1","Science","336","728-732"
"gupte2017.pdf","119","Langelier, M.F., Riccio, A.A., Pascal, J.M.","2014","PARP-2 and PARP-3 are selectively activated by 5' phosphorylated DNA breaks through an allosteric regulatory mechanism shared with PARP-1","Nucleic Acids Res","42","7762-7775"
"gupte2017.pdf","120","Lehtio, L., Jemth, A.S., Collins, R., Loseva, O., Johansson, A., Markova, N., Hammarstrom, M., Flores, A., Holmberg-Schiavone, L., Weigelt, J., et al.","2009","Structural basis for inhibitor specificity in human poly(ADP-ribose) polymerase-3","J Med Chem","52","3108-3111"
"gupte2017.pdf","121","Leidecker, O., Bonfiglio, J.J., Colby, T., Zhang, Q., Atanassov, I., Zaja, R., Palazzo, L., Stockum, A., Ahel, I., Matic, I.","2016","Serine is a new target residue for endogenous ADP-ribosylation on histones","Nat Chem Biol","12","998-1000"
"gupte2017.pdf","122","Leung, A.K., Vyas, S., Rood, J.E., Bhutkar, A., Sharp, P.A., Chang, P.","2011","Poly(ADP-ribose) regulates stress responses and microRNA activity in the cytoplasm","Mol Cell","42","489-499"
"gupte2017.pdf","123","Li, G.Y., McCulloch, R.D., Fenton, A.L., Cheung, M., Meng, L., Ikura, M., Koch, C.A.","2010","Structure and identification of ADP-ribose recognition motifs of APLF and role in the DNA damage response","Proc Natl Acad Sci","107","9129-9134"
"gupte2017.pdf","124","Li, M., Lu, L.Y., Yang, C.Y., Wang, S., Yu, X.","2013","The FHA and BRCT domains recognize ADP-ribosylation during DNA damage response","Genes Dev","27","1752-1768"
"gupte2017.pdf","125","Li, C., Debing, Y., Jankevicius, G., Neyts, J., Ahel, I., Coutard, B., Canard, B.","2016","Viral macro domains reverse protein ADP-ribosylation","J Virol","90","8478-8486"
"gupte2017.pdf","126","Lin, H.","2007","Nicotinamide adenine dinucleotide: beyond a redox coenzyme","Org Biomol Chem","5","2541-2554"
"gupte2017.pdf","127","Liu, Z., Kraus, W.L.","2017","Catalytic-independent functions of PARP-1 determine Sox2 pioneer activity at intractable genomic loci","Mol Cell","(in press)"
"gupte2017.pdf","128","Luijsterburg, M.S., de Krijger, I., Wiegant, W.W., Shah, R.G., Smeenk, G., de Groot, A.J., Pines, A., Vertegaal, A.C., Jacobs, J.J., Shah, G.M., et al.","2016","PARP1 links CHD2-mediated chromatin expansion and H3.3 deposition to DNA repair by non-homologous end-joining","Mol Cell","61","547-562"
"gupte2017.pdf","129","Luo, X., Kraus, W.L.","2012","On PAR with PARP: cellular stress signaling through poly(ADP-ribose) and PARP-1","Genes Dev","26","417-432"
"gupte2017.pdf","130","Luo, X., Ryu, K.W., Kim, D., Nandu, T., Medina, C.J., Gupte, R., Gibson, B.A., Soccio, R.E., Yu, Y., Gupta, R.K., et al.","2017","PARP-1 controls the adipogenic transcriptional program by PARylating C/EBPβ and modulating its transcriptional activity","Mol Cell","65","260-271"
"gupte2017.pdf","131","Malet, H., Coutard, B., Jamal, S., Dutartre, H., Papageorgiou, N., Neuvonen, M., Ahola, T., Forrester, N., Gould, E.A., Lafitte, D., et al.","2009","The crystal structures of Chikungunya and Venezuelan equine encephalitis virus nsP3 macro domains define a conserved adenosine binding pocket","J Virol","83","6534-6545"
"gupte2017.pdf","132","Martello, R., Leutert, M., Jungmichel, S., Bilan, V., Larsen, S.C., Young, C., Hottiger, M.O., Nielsen, M.L.","2016","Proteome-wide identification of the endogenous ADP-ribosylome of mammalian cells and tissue","Nat Commun","7","12917"
"gupte2017.pdf","133","Martinez Molina, D., Jafari, R., Ignatushchenko, M., Seki, T., Larsson, E.A., Dan, C., Sreekumar, L., Cao, Y., Nordlund, P.","2013","Monitoring drug target engagement in cells and tissues using the cellular thermal shift assay","Science","341","84-87"
"gupte2017.pdf","134","Martinez-Zamudio, R., Ha, H.C.","2012","Histone ADP-ribosylation facilitates gene transcription by directly remodeling nucleosomes","Mol Cell Biol","32","2490-2502"
"gupte2017.pdf","135","Masson, M., Niedergang, C., Schreiber, V., Muller, S., Menissier-de Murcia, J., de Murcia, G.","1998","XRCC1 is specifically associated with poly(ADP-ribose) polymerase and negatively regulates its activity following DNA damage","Mol Cell Biol","18","3563-3571"
"gupte2017.pdf","136","Mateo, J., Carreira, S., Sandhu, S., Miranda, S., Mossop, H., Perez-Lopez, R., Nava Rodrigues, D., Robinson, D., Omlin, A., Tunariu, N., et al.","2015","DNA-repair defects and olaparib in metastatic prostate cancer","N Engl J Med","373","1697-1708"
"gupte2017.pdf","137","Messner, S., Altmeyer, M., Zhao, H., Pozivil, A., Roschitzki, B., Gehrig, P., Rutishauser, D., Huang, D., Caflisch, A., Hottiger, M.O.","2010","PARP1 ADP-ribosylates lysine residues of the core histone tails","Nucleic Acids Res","38","6350-6362"
"gupte2017.pdf","138","Meyer, T., Hilz, H.","1986","Production of anti-(ADP-ribose) antibodies with the aid of a dinucleotide-pyrophosphatase-resistant hapten and their application for the detection of mono(ADP-ribosyl)ated polypeptides","Eur J Biochem","155","157-165"
"gupte2017.pdf","139","Misteli, T., Soutoglou, E.","2009","The emerging role of nuclear architecture in DNA repair and genome maintenance","Nat Rev Mol Cell Biol","10","243-254"
"gupte2017.pdf","140","Moldovan, G.L., Moran, J.V.","2015","The zinc-finger antiviral protein ZAP inhibits LINE and Alu retrotransposition","PLoS Genet","11","e1005121"
"gupte2017.pdf","141","Moyle, P.M., Muir, T.W.","2010","Method for the synthesis of mono-ADP-ribose conjugated peptides","J Am Chem Soc","132","15878-15880"
"gupte2017.pdf","142","Murawska, M., Hassler, M., Renkawitz-Pohl, R., Ladurner, A., Brehm, A.","2011","Stress-induced PARP activation mediates recruitment of Drosophila Mi-2 to promote heat shock gene expression","PLoS Genet","7","e1002206"
"gupte2017.pdf","143","Muthurajan, U.M., Hepler, M.R., Hieb, A.R., Clark, N.J., Kramer, M., Yao, T., Luger, K.","2014","Automodification switches PARP-1 function from chromatin architectural protein to histone chaperone","Proc Natl Acad Sci","111","12752-12757"
"gupte2017.pdf","144","Niere, M., Mashimo, M., Agledal, L., Dolle, C., Kasamatsu, A., Kato, J., Moss, J., Ziegler, M.","2012","ADP-ribosylhydrolase 3 (ARH3), not poly(ADP-ribose) glycohydrolase (PARG) isoforms, is responsible for degradation of mitochondrial matrix-associated poly(ADP-ribose)","J Biol Chem","287","16088-16092"
"gupte2017.pdf","145","Nusinow, D.A., Hernandez-Munoz, I., Fazzio, T.G., Shah, G.M., Kraus, W.L., Panning, B.","2007","Poly(ADP-ribose) polymerase 1 is inhibited by a histone H2A variant, MacroH2A, and contributes to silencing of the inactive X chromosome","J Biol Chem","282","12851-12859"
"gupte2017.pdf","146","Oei, S.L., Shi, Y.","2001","Poly(ADP-ribosyl)ation of transcription factor Yin Yang 1 under conditions of DNA damage","Biochem Biophys Res Commun","285","27-31"
"gupte2017.pdf","147","Oka, S., Kato, J., Moss, J.","2006","Identification and characterization of a mammalian 39-kDa poly(ADP-ribose) glycohydrolase","J Biol Chem","281","705-713"
"gupte2017.pdf","148","Okano, S., Lan, L., Caldecott, K.W., Mori, T., Yasui, A.","2003","Spatial and temporal cellular responses to single-strand breaks in human cells","Mol Cell Biol","23","3974-3981"
"gupte2017.pdf","149","Olabisi, O.A., Soto-Nieves, N., Nieves, E., Yang, T.T., Yang, X., Yu, R.Y., Suk, H.Y., Macian, F., Chow, C.W.","2008","Regulation of transcription factor NFAT by ADP-ribosylation","Mol Cell Biol","28","2860-2871"
"gupte2017.pdf","150","Oliver, F.J., Menissier-de Murcia, J., Nacci, C., Decker, P., Andriantsitohaina, R., Muller, S., de la Rubia, G., Stoclet, J.C., de Murcia, G.","1999","Resistance to endotoxic shock as a consequence of defective NF-κB activation in poly (ADP-ribose) polymerase-1 deficient mice","EMBO J","18","4446-4454"
"gupte2017.pdf","151","Ong, C.T., Van Bortle, K., Ramos, E., Corces, V.G.","2013","Poly(ADP-ribosyl)ation regulates insulator function and intrachromosomal interactions in Drosophila","Cell","155","148-159"
"gupte2017.pdf","152","Ouararhni, K., Hadj-Slimane, R., Ait-Si-Ali, S., Robin, P., Mietton, F., Harel-Bellan, A., Dimitrov, S., Hamiche, A.","2006","The histone variant mH2A1.1 interferes with transcription by down-regulating PARP-1 enzymatic activity","Genes Dev","20","3324-3336"
"gupte2017.pdf","153","Palazzo, L., Thomas, B., Jemth, A.S., Colby, T., Leidecker, O., Feijs, K.L., Zaja, R., Loseva, O., Puigvert, J.C., Matic, I., et al.","2015","Processing of protein ADP-ribosylation by Nudix hydrolases","Biochem J","468","293-301"
"gupte2017.pdf","154","Palazzo, L., Daniels, C.M., Nettleship, J.E., Rahman, N., McPherson, R.L., Ong, S.E., Kato, K., Nureki, O., Leung, A.K., Ahel, I.","2016","ENPP1 processes protein ADP-ribosylation in vitro","FEBS J","283","3371-3388"
"gupte2017.pdf","155","Pavri, R., Lewis, B., Kim, T.K., Dilworth, F.J., Erdjument-Bromage, H., Tempst, P., de Murcia, G., Evans, R., Chambon, P., Reinberg, D.","2005","PARP-1 determines specificity in a retinoid signaling pathway via direct modulation of mediator","Mol Cell","18","83-96"
"gupte2017.pdf","156","Pekala, P.H., Lane, M.D., Watkins, P.A., Moss, J.","1981","On the mechanism of preadipocyte differentiation. Masking of poly(ADP-ribose) synthetase activity during differentiation of 3T3-L1 preadipocytes","J Biol Chem","256","4871-4876"
"gupte2017.pdf","157","Pellegrino, S., Altmeyer, M.","2016","Interplay between ubiquitin, SUMO, and poly(ADP-ribose) in the cellular response to genotoxic stress","Front Genet","7","63"
"gupte2017.pdf","158","Petesch, S.J., Lis, J.T.","2008","Rapid, transcription-independent loss of nucleosomes over a large chromatin domain at Hsp70 loci","Cell","134","74-84"
"gupte2017.pdf","159","Pleschke, J.M., Kleczkowska, H.E., Strohm, M., Althaus, F.R.","2000","Poly(ADP-ribose) binds to specific domains in DNA damage checkpoint proteins","J Biol Chem","275","40974-40980"
"gupte2017.pdf","160","Qiu, J., Sheedlo, M.J., Yu, K., Tan, Y., Nakayasu, E.S., Das, C., Liu, X., Luo, Z.Q.","2016","Ubiquitination independent of E1 and E2 enzymes by bacterial effectors","Nature","533","120-124"
"gupte2017.pdf","161","Rack, J.G., Perina, D., Ahel, I.","2016","Macrodomains: structure, function, evolution, and catalytic activities","Annu Rev Biochem","85","431-454"
"gupte2017.pdf","162","Raffaelli, N., Sorci, L., Amici, A., Emanuelli, M., Mazzola, F., Magni, G.","2002","Identification of a novel human nicotinamide mononucleotide adenylyltransferase","Biochem Biophys Res Commun","297","835-840"
"gupte2017.pdf","163","Rajamohan, S.B., Pillai, V.B., Gupta, M., Sundaresan, N.R., Birukov, K.G., Samant, S., Hottiger, M.O., Gupta, M.P.","2009","SIRT1 promotes cell survival under stress by deacetylation-dependent deactivation of poly(ADP-ribose) polymerase 1","Mol Cell Biol","29","4116-4129"
"gupte2017.pdf","164","Revollo, J.R., Grimm, A.A., Imai, S.","2004","The NAD biosynthesis pathway mediated by nicotinamide phosphoribosyltransferase regulates Sir2 activity in mammalian cells","J Biol Chem","279","50754-50763"
"gupte2017.pdf","165","Riccio, A.A., Cingolani, G., Pascal, J.M.","2016","PARP-2 domain requirements for DNA damage-dependent activation and localization to sites of DNA damage","Nucleic Acids Res","44","1691-1702"
"gupte2017.pdf","166","Rongvaux, A., Andris, F., Van Gool, F., Leo, O.","2003","Reconstructing eukaryotic NAD metabolism","Bioessays","25","683-690"
"gupte2017.pdf","167","Rosenthal, F., Feijs, K.L., Frugier, E., Bonalli, M., Forst, A.H., Imhof, R., Winkler, H.C., Fischer, D., Caflisch, A., Hassa, P.O., et al.","2013","Macrodomain-containing proteins are new mono-ADP-ribosylhydrolases","Nat Struct Mol Biol","20","502-507"
"gupte2017.pdf","168","Rosenthal, F., Nanni, P., Barkow-Oesterreicher, S., Hottiger, M.O.","2015","Optimization of LTQ-Orbitrap mass spectrometer parameters for the identification of ADP-ribosylation sites","J Proteome Res","14","4072-4079"
"gupte2017.pdf","169","Rouleau, M., McDonald, D., Gagne, P., Ouellet, M.E., Droit, A., Hunter, J.M., Dutertre, S., Prigent, C., Hendzel, M.J., Poirier, G.G.","2007","PARP-3 associates with polycomb group bodies and with components of the DNA damage repair machinery","J Cell Biochem","100","385-401"
"gupte2017.pdf","170","Rouleau, M., Saxena, V., Rodrigue, A., Paquet, E.R., Gagnon, A., Hendzel, M.J., Masson, J.Y., Ekker, M., Poirier, G.G.","2011","A key role for poly(ADP-ribose) polymerase 3 in ectodermal specification and neural crest development","PLoS One","6","e15834"
"gupte2017.pdf","171","Rulten, S.L., Fisher, A.E., Robert, I., Zuma, M.C., Rouleau, M., Ju, L., Poirier, G., Reina-San-Martin, B., Caldecott, K.W.","2011","PARP-3 and APLF function together to accelerate nonhomologous end-joining","Mol Cell","41","33-45"
"gupte2017.pdf","172","Ryu, K.W., Kim, D.S., Kraus, W.L.","2015","New facets in the regulation of gene expression by ADP-ribosylation and poly(ADP-ribose) polymerases","Chem Rev","115","2453-2481"
"gupte2017.pdf","173","Sala, A., La Rocca, G., Burgio, G., Kotova, E., Di Gesu, D., Collesano, M., Ingrassia, A.M., Tulin, A.V., Corona, D.F.","2008","The nucleosome-remodeling ATPase ISWI is regulated by poly-ADP-ribosylation","PLoS Biol","6","e252"
"gupte2017.pdf","174","Salomon, D., Orth, K.","2013","What pathogens have taught us about posttranslational modifications","Cell Host Microbe","14","269-279"
"gupte2017.pdf","175","Schiewer, M.J., Goodwin, J.F., Han, S., Brenner, J.C., Augello, M.A., Dean, J.L., Liu, F., Planck, J.L., Ravindranathan, P., Chinnaiyan, A.M., et al.","2012","Dual roles of PARP-1 promote cancer growth and progression","Cancer Discov","2","1134-1149"
"gupte2017.pdf","176","Seo, G.J., Kincaid, R.P., Phanaksri, T., Burke, J.M., Pare, J.M., Cox, J.E., Hsiang, T.Y., Krug, R.M., Sullivan, C.S.","2013","Reciprocal inhibition between intracellular antiviral signaling and the RNAi machinery in mammalian cells","Cell Host Microbe","14","435-445"
"gupte2017.pdf","177","Sharifi, R., Morra, R., Appel, C.D., Tallis, M., Chioza, B., Jankevicius, G., Simpson, M.A., Matic, I., Ozkan, E., Golia, B., et al.","2013","Deficiency of terminal ADP-ribose protein glycohydrolase TARG1/C6orf130 in neurodegenerative disease","EMBO J","32","1225-1237"
"gupte2017.pdf","178","Slade, D., Dunstan, M.S., Barkauskaite, E., Weston, R., Lafite, P., Dixon, N., Ahel, M., Leys, D., Ahel, I.","2011","The structure and catalytic mechanism of a poly(ADP-ribose) glycohydrolase","Nature","477","616-620"
"gupte2017.pdf","179","Specht, K.M., Shokat, K.M.","2002","The emerging power of chemical genetics","Curr Opin Cell Biol","14","155-159"
"gupte2017.pdf","180","Steffen, J.D., Brody, J.R., Armen, R.S., Pascal, J.M.","2013","Structural implications for selective targeting of PARPs","Front Oncol","3","301"
"gupte2017.pdf","181","Steffen, J.D., Tholey, R.M., Langelier, M.F., Planck, J.L., Schiewer, M.J., Lal, S., Bildzukewicz, N.A., Yeo, C.J., Knudsen, K.E., Brody, J.R., et al.","2014","Targeting PARP-1 allosteric regulation offers therapeutic potential against cancer","Cancer Res","74","31-37"
"gupte2017.pdf","182","Steffen, J.D., McCauley, M.M., Pascal, J.M.","2016","Fluorescent sensors of PARP-1 structural dynamics and allosteric regulation in response to DNA damage","Nucleic Acids Res","44","9771-9783"
"gupte2017.pdf","183","Teloni, F., Altmeyer, M.","2016","Readers of poly(ADP-ribose): designed to be fit for purpose","Nucleic Acids Res","44","993-1006"
"gupte2017.pdf","184","Thomas, H.D., Calabrese, C.R., Batey, M.A., Canan-Koch, S., Hostomsky, Z., Plummer, E.R., Kyle, S., Durkacz, B.W., Wang, L.Z., Skalitzky, D., et al.","2007","Preclinical selection of a novel poly(ADP-ribose) polymerase inhibitor for clinical trial","Mol Cancer Ther","6","945-956"
"gupte2017.pdf","185","Thorsell, A.G., Karlberg, T., Kilkenny, M.L., Rulten, S., Radu, L., Hammarstrom, M., Strom, C.E., Bowater, R., West, S.C., Owen-Hughes, T., et al.","2017","Structural basis for inhibition of poly(ADP-ribose) polymerase by the interstrand cross-link repair protein MSL5","Nucleic Acids Res","45","7755-7774"
"gupte2017.pdf","186","Timinszky, G., Till, S., Hassa, P.O., Hothorn, M., Kustatscher, G., Nijmeijer, B., Colombelli, J., Altmeyer, M., Stelzer, E.H., Scheffzek, K., et al.","2009","A macrodomain-containing histone rearranges chromatin upon sensing PARP1 activation","Nat Struct Mol Biol","16","923-929"
"gupte2017.pdf","187","Todorova, T., Li, J., Yu, Y., Gangwar, N., Chesarone-Cataldo, M., Bocklund, K., Choutka, C., Kenna, K., Merchant, B., Patel, D.J., et al.","2014","Substrate specificity of the PARP protein family: major differences between PARP1 and PARP2 in recognition of DNA damage","J Biol Chem","289","17294-17305"
"gupte2017.pdf","188","Tulin A, Spradling A.",2003,"Chromatin loosening by poly(ADP)-ribose polymerase (PARP) at Drosophila puff loci.","Science","299","560–562"
"gupte2017.pdf","189","Tulin A, Naumova NM, Menon AK, Spradling AC","2006","Drosophila poly(ADP-ribose) glycohydrolase mediates chromatin structure and SIR2-dependent silencing.","Genetics","172","363–371"
"gupte2017.pdf","190","van der Heden van Noort GJ, van der Horst MG, Overkleeft HS, van der Marel GA, Filippov DV","2010","Synthesis of mono-ADP-ribosylated oligopeptides using ribosylated amino acid building blocks.","J Am Chem Soc","132","5236–5240"
"gupte2017.pdf","191","Verheugd P, Forst AH, Milke L, Herzog N, Feijs KL, Kremmer E, Kleine H, Luscher B","2013","Regulation of NF-κB signalling by the mono-ADP-ribosyltransferase ARTD10","Nat Commun","4","1683"
"gupte2017.pdf","192","Vivelo CA, Wat R, Agrawal C, Tee HY, Leung AK","2016","ADP-riboDB: the database of ADP-ribosylated proteins","Nucleic Acids Res","45","D204–D209"
"gupte2017.pdf","193","Vyas S, Chesarone-Cataldo M, Todorova T, Huang YH, Chang P","2013","A systematic analysis of the PARP protein family identifies new functions critical for cell physiology","Nat Commun","4","2240"
"gupte2017.pdf","194","Vyas S, Matic I, Uchima L, Rood J, Zaja R, Hay RT, Ahel I, Chang P","2014","Family-wide analysis of poly(ADP-ribose) polymerase activity","Nat Commun","5","4426"
"gupte2017.pdf","195","Wahlberg E, Karlberg T, Kouznetsova E, Markova N, Macchiarulo A, Thorsell AG, Pol E, Frostell A, Ekblad T, Oncu D, et al.","2012","Family-wide chemical profiling and structural analysis of PARP and tankyrase inhibitors.","Nat Biotechnol","30","283–288"
"gupte2017.pdf","196","Wang Z, Michaud GA, Cheng Z, Zhang Y, Hinds TR, Fan E, Cong F, Xu W.","2012","Recognition of the iso-ADP-ribose moiety in poly(ADP-ribose) by WWE domains suggests a general mechanism for poly(ADP-ribosyl)ation-dependent ubiquitination.","Genes Dev","26","235–240"
"gupte2017.pdf","197","Wang Y, Zhang T, Kwiatkowski N, Abraham BJ, Lee TI, Xie S, Yuzugullu H, Von T, Li H, Lin Z, et al.","2015","CDK7-dependent transcriptional addiction in triple-negative breast cancer.","Cell","163","174–186"
"gupte2017.pdf","198","Wang Y, An R, Umanah GK, Park H, Nambiar K, Eacker SM, Kim B, Bao L, Harraz MM, Chang C, et al.","2016","A nuclease that mediates cell death induced by DNA damage and poly(ADP-ribose) polymerase-1.","Science","354","aad6872"
"gupte2017.pdf","199","Welsby I, Hutin D, Gueydan C, Kruys V, Rongvaux A, Leo O.","2014","PARP12, an interferon-stimulated gene involved in the control of protein translation and inflammation.","J Biol Chem","289","26642–26657"
"gupte2017.pdf","200","Westcott NP, Fernandez JP, Molina H, Hang HC.","2017","Chemical proteomics reveals ADPribosylation of small GTPases during oxidative stress.","Nat Chem Biol","doi: 10.1038/nchembio.2280"
"gupte2017.pdf","201","Wright RH, Lioutas A, Le Dily F, Soronellas D, Pohl A, Bonet J, Nacht AS, Samino S, Font-Mateu J, Vicent GP, et al.","2016","ADP-ribose-derived nuclear ATP synthesis by NUDIX5 is required for chromatin remodeling.","Science","352","1221–1225"
"gupte2017.pdf","202","Wu C.","1997","Chromatin remodeling and the control of gene expression.","J Biol Chem","272","28171–28174"
"gupte2017.pdf","203","Ying W.","2008","NAD+/NADH and NADP+/NADPH in cellular functions and cell death: regulation and biological consequences.","Antioxid Redox Signal","10","179–206"
"gupte2017.pdf","204","Yu SW, Wang H, Poitras MF, Coombs C, Bowers WJ, Federoff HJ, Poirier GG, Dawson TM, Dawson VL.","2002","Mediation of poly (ADP-ribose) polymerase-1-dependent cell death by apoptosis-inducing factor.","Science","297","259–263"
"gupte2017.pdf","205","Yu W, Ginjala V, Pant V, Chernukhin I, Whitehead J, Docquier F, Farrar D, Tavoosidana G, Mukhopadhyay R, Kanduri C, et al.","2004","Poly(ADP-ribosyl)ation regulates CTCF-dependent chromatin insulation.","Nat Genet","36","1105–1110"
"gupte2017.pdf","206","Zhang X, Kurnasov OV, Karthikeyan S, Grishin NV, Osterman AL, Zhang H.","2003","Structural characterization of a human cytosolic NMN/NaMN adenylyltransferase and implication in human NAD biosynthesis.","J Biol Chem","278","13503–13511"
"gupte2017.pdf","207","Zhang T, Berrocal JG, Frizzell KM, Gamble MJ, DuMond ME, Krishnakumar R, Yang T, Sauve AA, Kraus WL.","2009","Enzymes in the NAD+ salvage pathway regulate SIRT1 activity at target gene promoters.","J Biol Chem","284","20408–20417"
"gupte2017.pdf","208","Zhang Y, Liu S, Mickanin C, Feng Y, Charlat O, Michaud GA, Schirle M, Shi X, Hild M, Bauer A, et al.","2011","RNF146 is a poly(ADP-ribose)-directed E3 ligase that regulates axin degradation and Wnt signalling.","Nat Cell Biol","13","623–629"
"gupte2017.pdf","209","Zhang T, Berrocal JG, Yao J, DuMond ME, Krishnakumar R, Ruhl DD, Ryu KW, Gamble MJ, Kraus WL.","2012","Regulation of poly (ADP-ribose) polymerase-1-dependent gene expression through promoter-directed recruitment of a nuclear NAD+ synthase.","J Biol Chem","287","12405–12416"
"gupte2017.pdf","210","Zhang Y, Wang J, Ding M, Yu Y.","2013","Site-specific characterization of the Asp- and Glu-ADP-ribosylated proteome.","Nat Methods","10","981–984"
"gupte2017.pdf","211","Zhang Y, Mao D, Roswit WT, Jin X, Patel AC, Patel DA, Agapov E, Wang Z, Tidwell RM, Atkinson JJ, et al.","2015","PARP9-DTX3L ubiquitin ligase targets host histone H2BJ and viral 3C protease to enhance interferon signaling and control viral infection.","Nat Immunol","16","1215–1227"
"gupte2017.pdf","212","Zhao H, Sifakis EG, Sumida N, Millan-Arino L, Scholz BA, Svensson JP, Chen X, Ronnegren AL, Mallet de Lima CD, Varnoosfaderani FS, et al.","2015","PARP1- and CTCF-mediated interactions between active and repressed chromatin at the lamina promote oscillating transcription.","Mol Cell","59","984–997"
"gupte2017.pdf","213","Zocchi E, Franco L, Guida L, Benatti U, Bargellesi A, Malavasi F, Lee HC, De Flora A.","1993","A single protein immunologically identified as CD38 displays NAD+ glycohydrolase, ADP-ribosyl cyclase and cyclic ADP-ribose hydrolase activities at the outer surface of human erythrocytes.","Biochem Biophys Res Commun","196","1459–1465"
